ID,Tags,Transcripts Rec'd,Transcripts Req'd,Letters Rec'd,Dept,Degree,Research Interests,Schools Attended,UG GPA,UG GPA SCALE,UG GPA (N),GRAD GPA,GRAD GPA SCALE,GRAD GPA (N),GREV,GREV%,GREV (N),GREQ,GREQ%,GREQ (N),GREA,GREA%,GREA (N),GRESubjName,GRESubjScore,GRESubj%,TOEFL,IELTS,EFL (N),Gender,Ethnicity,CA Res,For/Dom,Number of Reviews,Ratings,Avg. Rating,Admitted
1634598,SINJONI'S LIST,1,1,3,CMPS,MS," MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA VISUALIZATION, GRAPHICS AND VISION",UNIV OF PUNE,4,4,1.0,,,,153 (official),60,0.4887218045113002,159 (official),73,-4.378446115288199,4 (official),59,0.33458646616541365,,,,105 (official),,0.875,F,Asian Indian,N,Foreign: India,1,8,8,No
1632643,FAIL FIRST FILTER|LOW QUANTITATIVE,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| DATA MANAGEMENT SYSTEMS,Nagpur Univ,8.19,10,0.819,,,,152 (official),55,-0.5112781954886998,164 (official),87,0.6215538847118012,3.5 (official),42,-0.16541353383458635,,,,102 (official),,0.85,M,Not Specified,N,Foreign: India,0,,,No
1633701,CS CR|DE ALFARO'S LIST|FLANAGAN'S LIST,1,1,4,CMPS,PhD, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| MACHINE LEARNING| DATA SCIENCE AND ANALYTICS,UNIVERSITY OF CHICAGO,3.6,4,0.9,,,,168 (official),98,9.418367346938794,167 (official),93,5.030612244897981,5.5 (official),98,1.2653061224489797,,,,,,,M,Iranian,N,Domestic,1,4,4,No
1633696,FAIL FIRST FILTER|LOW QUANTITATIVE,1,1,3,CMPS,MS, MACHINE LEARNING| HUMAN COMPUTER INTERACTION| DATA SCIENCE AND ANALYTICS,UNIV OF PUNE,64.3,Other,,,,,147 (official),34,-5.5112781954887,160 (official),76,-3.378446115288199,3 (official),17,-0.6654135338345863,,,,99 (official),,0.825,M,Asian Indian,N,Foreign: India,0,,,No
1633323,HELMBOLD'S LIST|VISHY'S LIST,2,2,2,CMPS,PhD," MACHINE LEARNING| DATA VISUALIZATION, GRAPHICS AND VISION| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS","UNIV OF MINNESOTA TWIN CITIES,WUHAN UNIV",3.59,4,0.8975,3.667,4,0.91675,152 (official),55,1.0544662309368107,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,,,,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,4,4,No
1632437,FAIL FIRST FILTER|LOW LETTER INTEGRITY|LOW LETTER KNOWLEDGE|LOW LETTER OVERALL|LOW QUANTITATIVE,1,1,3,CMPS,MS, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS,Nat Inst of Tech Karnataka,8.06,10,0.806,,,,157 (official),75,4.4887218045113,165 (official),89,1.6215538847118012,4 (official),59,0.33458646616541365,,,,110 (official),,0.9166666666666666,M,Asian Indian,N,Foreign: India,0,,,No
1634893,FAIL FIRST FILTER|LOW QUANTITATIVE,1,1,4,CMPS,MS," MACHINE LEARNING| DATA VISUALIZATION, GRAPHICS AND VISION| DATA SCIENCE AND ANALYTICS",UNIV OF PUNE,3.5,4,0.875,,,,149 (official),42,-3.5112781954887,155 (official),59,-8.378446115288199,3.5 (official),42,-0.16541353383458635,,,,104 (official),,0.8666666666666667,M,Asian Indian,N,Foreign: India,0,,,No
1633736,FAIL FIRST FILTER|LOW GPA 100 SCALE,1,1,3,CMPS,MS, MACHINE LEARNING| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES,Savitribai Phule Pune University,59.17,,,,,,148 (official),38,-4.5112781954887,170 (official),97,6.621553884711801,4 (official),59,0.33458646616541365,,,,108 (official),,0.9,M,Asian Indian,N,Foreign: India,0,,,No
1096085,FAIL FIRST FILTER|LOW QUANTITATIVE,3,4,3,CMPS,MS, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| ALGORITHMS AND THEORY,"UNIV OF SOUTH FLORIDA,OHIO STATE UNIV COLUMBUS,MUMBAI UNIV,UNIVERSITY OF MUMBAI",83.83,,,3.82,4,0.955,160 (official),85,8.307692307692292,160 (official),76,-3.923076923076934,4 (official),59,0.3461538461538458,,,,,,,F,Asian Indian,U,Perm Res,0,,,No
1632684,FAIL FIRST FILTER|LOW GPA 100 SCALE,1,1,3,CMPS,MS," SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| ALGORITHMS AND THEORY| DATA VISUALIZATION, GRAPHICS AND VISION",UTTAR PRADESH TECH UNIV,66.7,,,,,,155 (official),68,2.4887218045113,167 (official),93,3.621553884711801,4 (official),59,0.33458646616541365,,,,110 (official),,0.9166666666666666,M,Other Spanish-American/Latino,N,Foreign: India,0,,,No
1634757,FAIL FIRST FILTER|LOW QUANTITATIVE,1,1,3,CMPS,MS, MACHINE LEARNING| DATA MANAGEMENT SYSTEMS| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,AMITY UNIV UTTAR PRADESH,7.37,10,0.737,,,,150 (official),47,-2.5112781954887,164 (official),87,0.6215538847118012,4 (official),59,0.33458646616541365,,,,108 (official),,0.9,M,Asian Indian,N,Foreign: India,0,,,No
1634595,FLANAGAN'S LIST|KOLAITIS'S LIST,1,1,3,CMPS,PhD, DATA SCIENCE AND ANALYTICS| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| DATA MANAGEMENT SYSTEMS,MAHARSHI DAYANAND UNIVERSITY,84.93,,,83.97,,,138 (official),7,-14.5112781954887,166 (official),91,2.621553884711801,3 (official),17,-0.6654135338345863,,,,85 (official),,0.7083333333333334,F,Asian Indian,N,Foreign: India,1,4,4,No
1633446,FAIL FIRST FILTER|LOW GPA 4 SCALE|LOW QUANTITATIVE,1,1,3,CMPS,MS, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS| HUMAN COMPUTER INTERACTION| COMPUTER GAMES ,BEIJING INST OF TECH,3.08,4,0.77,,,,157 (self),75,6.054466230936811,164 (self),87,-3.350762527233144,3 (self),17,-0.1252723311546844,,,,99 (self),,0.825,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,0,,,No
1575836,SINJONI'S LIST,1,1,4,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,MUMBAI UNIV,8.262,10,0.8262,,,,157 (official),75,4.4887218045113,168 (official),95,4.621553884711801,5.5 (official),98,1.8345864661654137,,,,112 (official),,0.9333333333333333,M,Asian Indian,N,Foreign: India,1,9,9,Yes
1633536,FAIL FIRST FILTER|LOW GPA 10 SCALE,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| HUMAN COMPUTER INTERACTION,GUJARAT TECHNOLOGICAL UNIV,6.83,10,0.683,,,,148 (official),38,-4.5112781954887,167 (official),93,3.621553884711801,3 (official),17,-0.6654135338345863,,,,99 (official),,0.825,M,Asian Indian,N,Foreign: India,0,,,No
1366590,SUZANNE'S LIST,0,1,4,CMPS,MS, COMPUTER SECURITY| ALGORITHMS AND THEORY| DATA SCIENCE AND ANALYTICS| DISTRIBUTED SYSTEMS.,UNIV OF CALIF SANTA CRUZ,3.51,4,0.8775,,,,163 (official),92,4.418367346938794,159 (official),73,-2.9693877551020194,4 (official),59,-0.23469387755102034,,,,,,,M,European/European descent,Y,Domestic,1,8,8,Yes
1633527,GETOOR'S LIST|INTERVIEW LIST|PANG LIST|TEN LIST|WALKER'S LIST|WARMUTH'S LIST,1,1,3,CMPS,PhD, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| NETWORK SCIENCE,UNIV OF THE ANDES,4.31,5,0.8619999999999999,4.38,5,0.876,161 (official),88,2.5,170 (official),97,1.5,5.5 (official),98,0.75,GMATH,750 (official),71,115 (official),,0.9583333333333334,M,Other Spanish-American/Latino,N,Foreign: Colombia,4,"4,6,6,10",6.5,Yes
1574457,FAIL FIRST FILTER|LOW LETTER INTEGRITY|LOW LETTER KNOWLEDGE|LOW LETTER OVERALL|LOW QUANTITATIVE,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| COMPUTER GAMES AND DIGITAL MEDIA,Ramrao Adik Inst of Tech,6.99,10,0.6990000000000001,,,,147 (official),34,-5.5112781954887,160 (official),76,-3.378446115288199,3.5 (official),42,-0.16541353383458635,,,,99 (official),,0.825,M,Asian Indian,N,Foreign: India,0,,,No
1571154,FAIL FIRST FILTER|LOW QUANTITATIVE,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| ALGORITHMS AND THEORY| CLOUD COMPUTING,VISVESWARAIAH TECH UNIV,8.51,10,0.851,,,,150 (official),47,-2.5112781954887,164 (official),87,0.6215538847118012,3.5 (official),42,-0.16541353383458635,,,,99 (official),,0.825,M,Asian Indian,N,Foreign: India,0,,,No
1633449,FAIL FIRST FILTER|LOW GPA 100 SCALE,1,1,3,CMPS,MS, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| DATA MANAGEMENT SYSTEMS,OSMANIA UNIV,80.9,,,,,,147 (official),34,-5.5112781954887,167 (official),93,3.621553884711801,3.5 (official),42,-0.16541353383458635,,,,101 (official),,0.8416666666666667,M,Asian Indian,N,Foreign: India,0,,,No
1633265,FAIL FIRST FILTER|LOW QUANTITATIVE,1,1,3,CMPS,MS," STORAGE SYSTEMS| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| ALGORITHMS AND THEORY| DATA MANAGEMENT SYSTEMS",PUNE INST OF COMPUTER TECH,3.78,4,0.945,,,,152 (official),55,-0.5112781954886998,162 (official),82,-1.3784461152881988,3.5 (official),42,-0.16541353383458635,,,,106 (official),,0.8833333333333333,M,Asian Indian,N,Foreign: India,0,,,No
1578344,SINJONI'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS,VISHWAKARMA INST OF TECH,8.35,10,0.835,,,,161 (official),88,8.4887218045113,166 (official),91,2.621553884711801,4 (official),59,0.33458646616541365,,,,113 (official),,0.9416666666666667,F,Asian Indian,N,Foreign: India,1,4,4,No
