ID,Tags,Transcripts Rec'd,Transcripts Req'd,Letters Rec'd,Dept,Degree,Research Interests,Schools Attended,UG GPA,UG GPA SCALE,UG GPA (N),GRAD GPA,GRAD GPA SCALE,GRAD GPA (N),GREV,GREV%,GREV (N),GREQ,GREQ%,GREQ (N),GREA,GREA%,GREA (N),GRESubjName,GRESubjScore,GRESubj%,TOEFL,IELTS,EFL (N),Gender,Ethnicity,CA Res,For/Dom,Number of Reviews,Ratings,Avg. Rating,Admitted
1632084,ALVARO'S LIST|THAKURTA LIST,2,2,3,CMPS,PhD," COMPUTER SECURITY| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES","UNIV OF ESSEX,UNIV OF CALIF DAVIS",3.526,4,0.8815,84,,,170 (official),99,11.418367346938794,170 (official),97,8.03061224489798,4.5 (official),82,0.26530612244897966,,,,,,,M,European/European descent,Y,Domestic,3,"2,4,4",3.33,No
1635433,,1,1,2,CMPS,MS, COMPUTER SECURITY,Hubei Univ of Tech,3.55,4,0.8875,,,,147 (self),34,-3.9455337690631893,167 (self),93,-0.35076252723314383,3 (self),17,-0.1252723311546844,,,,94 (self),,0.7833333333333333,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,0,,,No
1633197,SUZANNE'S LIST,1,1,3,CMPS,MS," COMPUTER GAMES AND DIGITAL MEDIA| DATA VISUALIZATION, GRAPHICS AND VISION| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES",HUAZHONG UNIV OF SCI & TECH,83.9,,,,,,152 (official),55,1.0544662309368107,168 (official),95,0.6492374727668562,3 (official),17,-0.1252723311546844,,,,92 (official),,0.7666666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,7,7,No
1348314,SUZANNE'S LIST,1,1,1,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| DATA MANAGEMENT SYSTEMS| COMPUTER SECURITY,UNIV OF CALIF SANTA CRUZ,3.86,4,0.965,,,,160 (official),85,1.418367346938794,154 (official),55,-7.969387755102019,4 (official),59,-0.23469387755102034,,,,,,,U,Mexican/Mexican-Amercn/Chicano,Y,Domestic,1,6,6,No
1634925,SUZANNE'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| COMPUTER SECURITY,Jiangnan Univ,3.63,4,0.9075,,,,148 (official),38,-2.9455337690631893,168 (official),95,0.6492374727668562,3.5 (official),42,0.3747276688453156,,,,93 (official),,0.775,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,7,7,No
1634716,MALTZAHN'S LIST|MILLER'S LIST,2,2,2,CMPS,PhD," STORAGE SYSTEMS| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS| DATA SCIENCE AND ANALYTICS","UNIV HOUSTON MAIN CAMPUS,VISVESWARAIAH TECH UNIV",75.6,,,3.75,4,0.9375,157 (official),75,4.4887218045113,163 (official),85,-0.3784461152881988,4.5 (official),82,0.8345864661654137,,,,108 (official),,0.9,M,Not Specified,N,Foreign: India,2,"4,6",5,No
1633129,SUZANNE'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| COMPUTING FOR SOCIETY,National Chung Cheng Univ,3.51,5,0.702,,,,150 (official),47,0.8936170212766115,167 (official),93,-0.19148936170211073,3 (official),17,-0.010638297872340274,,,,98 (official),,0.8166666666666667,U,Taiwanese/Taiwanese American,N,Foreign: Taiwan,0,,,Yes
1634837,SUZANNE'S LIST,1,1,3,CMPS,MS, NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING| ALGORITHMS AND THEORY,FUDAN UNIV,3.61,4,0.9025,,,,148 (official),38,-2.9455337690631893,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,92 (official),,0.7666666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,7,7,No
1634454,SINJONI'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS,MUMBAI UNIV,8.772,10,0.8772,,,,159 (official),82,6.4887218045113,168 (official),95,4.621553884711801,4.5 (official),82,0.8345864661654137,,,,114 (official),,0.95,M,Asian Indian,N,Foreign: India,1,6,6,No
1632653,ALVARO'S LIST|GETOOR'S LIST|THAKURTA LIST,1,1,3,CMPS,PhD, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| COMPUTER SECURITY,PANJAB UNIV,,Other,,8.54,10,0.8539999999999999,155 (official),68,2.4887218045113,164 (official),87,0.6215538847118012,4 (official),59,0.33458646616541365,,,,106 (official),,0.8833333333333333,F,Asian Indian,N,Foreign: India,2,"2,4",3,No
1633163,SUZANNE'S LIST,1,1,3,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| MACHINE LEARNING,ZHEJIANG UNIV,3.42,4,0.855,,,,153 (official),60,2.0544662309368107,168 (official),95,0.6492374727668562,3.5 (official),42,0.3747276688453156,,,,102 (official),,0.85,M,Not Specified,N,Foreign: People's Republic of China,1,8,8,Yes
1634583,SUZANNE'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| ALGORITHMS AND THEORY| DATA SCIENCE AND ANALYTICS,SOUTH CHINA AGRICULTURAL UNIV,3.58,5,0.716,,,,155 (official),68,4.054466230936811,167 (official),93,-0.35076252723314383,3 (official),17,-0.1252723311546844,,,,105 (official),,0.875,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,6,6,No
1631469,SUZANNE'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| MACHINE LEARNING| DATA MANAGEMENT SYSTEMS,NATIONAL CHIAO TUNG UNIV,3.78,Other,,,,,152 (official),55,2.8936170212766115,168 (official),95,0.8085106382978893,3 (official),17,-0.010638297872340274,,,,100 (official),,0.8333333333333334,M,Taiwanese/Taiwanese American,N,Foreign: Taiwan,0,,,No
1633451,SUZANNE'S LIST,1,1,3,CMPS,MS," COMPUTER GAMES AND DIGITAL MEDIA| DATA VISUALIZATION, GRAPHICS AND VISION| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS",National Taiwan University of the Arts,3.93,4,0.9825,,,,153 (official),60,3.8936170212766115,164 (official),87,-3.1914893617021107,3 (official),17,-0.010638297872340274,,,,96 (self),,0.8,F,Taiwanese/Taiwanese American,N,Foreign: Taiwan,1,9,9,No
1633667,COMANDUR LIST|HELMBOLD'S LIST,1,1,3,CMPS,PhD, MACHINE LEARNING| DATA SCIENCE AND ANALYTICS| COMPUTER SECURITY| COMPUTER NETWORKING,EAST CHINA NORMAL UNIV,3.52,4,0.88,,,,154 (official),64,3.0544662309368107,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,98 (official),,0.8166666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,3,"4,4,4",4,No
1632666,SUZANNE'S LIST,1,1,3,CMPS,MS, DATA SCIENCE AND ANALYTICS| NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| MACHINE LEARNING,NANJING UNIV,4.19,5,0.8380000000000001,,,,147 (official),34,-3.9455337690631893,170 (official),97,2.649237472766856,3.5 (official),42,0.3747276688453156,,,,95 (official),,0.7916666666666666,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,7,7,No
1634690,ALVARO'S LIST|LONG'S LIST|MALTZAHN'S LIST|MILLER'S LIST,2,2,3,CMPS,PhD," STORAGE SYSTEMS| COMPUTER SECURITY| PARALLEL, DISTRIBUTED AND REAL-TIME SYSTEMS","UNIV OF FLORIDA,ANHUI UNIV",3.26,4,0.815,3.72,4,0.93,153 (official),60,2.0544662309368107,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,101 (official),,0.8416666666666667,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,3,"2,4,6",4,No
1633544,,1,1,3,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES| MACHINE LEARNING| COMPUTER GAMES AND DIGITAL MEDIA,Northeast Agricultural Univ,85,,,,,,147 (official),34,-3.9455337690631893,167 (official),93,-0.35076252723314383,3 (official),17,-0.1252723311546844,,,,89 (self),,0.7416666666666667,M,Not Specified,N,Foreign: People's Republic of China,1,7,7,No
1574436,CHANDRANIL'S LIST,1,1,3,CMPS,MS, MACHINE LEARNING| HUMAN COMPUTER INTERACTION| COMPUTER SECURITY,CIVIL AVIATION UNIV OF CHINA,88.59,,,,,,150 (official),47,-0.9455337690631893,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,97 (official),,0.8083333333333333,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,5,5,No
1571120,CHANDRANIL'S LIST,2,2,3,CMPS,MS, SOFTWARE ENGINEERING AND PROGRAMMING LANGUAGES,"UC SAN DIEGO,HARBIN INSTITUTE OF TECH",83.4,,,3.3,4,0.825,153 (official),60,2.0544662309368107,166 (official),91,-1.3507625272331438,3 (official),17,-0.1252723311546844,,,,97 (official),,0.8083333333333333,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,6,6,No
1633127,CHANDRANIL'S LIST,1,1,3,CMPS,MS, COMPUTER GAMES AND DIGITAL MEDIA| DATA SCIENCE AND ANALYTICS| MACHINE LEARNING,NANJING AGRICULTURAL UNIV,84.79,,,,,,153 (official),60,2.0544662309368107,167 (official),93,-0.35076252723314383,3.5 (official),42,0.3747276688453156,,,,101 (official),,0.8416666666666667,F,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,8,8,Yes
1633295,CHANDRANIL'S LIST,1,1,2,CMPS,MS," DATA VISUALIZATION, GRAPHICS AND VISION| COMPUTER GAMES AND DIGITAL MEDIA",ZHEJIANG UNIV OF TECH,89,,,,,,147 (official),34,-3.9455337690631893,170 (official),97,2.649237472766856,3 (official),17,-0.1252723311546844,,,,100 (official),,0.8333333333333334,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,4,4,No
1634772,CHANDRANIL'S LIST,1,1,3,CMPS,MS," NATURAL LANGUAGE PROCESSING AND TEXT ANALYTICS| DATA SCIENCE AND ANALYTICS| DATA VISUALIZATION, GRAPHICS AND VISION",TSINGHUA UNIV,84,,,,,,150 (official),47,-0.9455337690631893,170 (official),97,2.649237472766856,4 (official),59,0.8747276688453156,,,,103 (official),,0.8583333333333333,M,Chinese/Chinese-American,N,Foreign: People's Republic of China,1,8,8,Yes
